english	greek
Who of the gods is so hard of heart as to exult in this? Who does not sympathize with your woes—save only Zeus? But he in malice, has set his soul inflexibly	τίς ὧδε τλησικάρδιος θεῶν, ὅτῳ τάδʼ ἐπιχαρῆ; τίς οὐ ξυνασχαλᾷ κακοῖς τεοῖσι, δίχα γε Διός; ὁ δʼ ἐπικότως ἀεὶ θέμενος ἄγναμπτον νόον
and keeps in subjection the race sprung from Uranus; nor will he stop, until he has satiated his soul or another seizes his impregnable empire by some device of guile.	δάμναται Οὐρανίαν γένναν, οὐδὲ λήξει, πρὶν ἂν ἢ κορέσῃ κέαρ ἢ παλάμᾳ τινὶ τὰν δυσάλωτον ἕλῃ τις ἀρχάν.
Truly the day shall come when, although I am tortured in stubborn fetters,	ἦ μὴν ἔτʼ ἐμοῦ, καίπερ κρατεραῖς ἐν γυιοπέδαις αἰκιζομένου,
the prince of the blessed will need me to reveal the new design whereby he shall be stripped of his sceptre and his dignities. Not by persuasion’s honeyed enchantments will he charm me;	χρείαν ἕξει μακάρων πρύτανις, δεῖξαι τὸ νέον βούλευμʼ ὑφʼ ὅτου σκῆπτρον τιμάς τʼ ἀποσυλᾶται. καί μʼ οὔτι μελιγλώσσοις πειθοῦς ἐπαοιδαῖσιν θέλξει, στερεάς τʼ
and I will never, cowering before his dire threats, divulge this secret, until he releases me from my cruel bonds and provides compensation for this outrage.	οὔποτʼ ἀπειλὰς πτήξας τόδʼ ἐγὼ καταμηνύσω, πρὶν ἂν ἐξ ἀγρίων δεσμῶν χαλάσῃ ποινάς τε τίνειν τῆσδʼ αἰκείας ἐθελήσῃ.
You are bold, and do not yield to your bitter pangs; you give too much license to your tongue. But my soul is agitated by piercing fear, and I am in dread about your fate,	σὺ μὲν θρασύς τε καὶ πικραῖς δύαισιν οὐδὲν ἐπιχαλᾷς, ἄγαν δʼ ἐλευθεροστομεῖς. ἐμὰς δὲ φρένας ἐρέθισε διάτορος φόβος· δέδια δʼ ἀμφὶ σαῖς τύχαις,
wondering to what haven you must steer your ship to see an end of your voyage of sorrow. For the heart of Cronus’ son is hardened against entreaty and his ways are inexorable.	πᾷ ποτε τῶνδε πόνων χρή σε τέρμα κέλ- σαντʼ ἐσιδεῖν· ἀκίχητα γὰρ ἤθεα καὶ κέαρ ἀπαράμυθον ἔχει Κρόνου παῖς.
I know that Zeus is harsh and	οἶδʼ ὅτι τραχὺς καὶ παρʼ ἑαυτῷ
keeps justice in his own hands; but nevertheless one day his judgement will soften, when he has been crushed in the way that I know. Then, calming down his stubborn wrath, he shall at last bond with me in union and friendship,	τὸ δίκαιον ἔχων Ζεύς. ἀλλʼ ἔμπας μαλακογνώμων ἔσται ποθʼ, ὅταν ταύτῃ ῥαισθῇ· τὴν δʼ ἀτέραμνον στορέσας ὀργὴν εἰς ἀρθμὸν ἐμοὶ καὶ φιλότητα
as eager as I am to welcome him.	σπεύδων σπεύδοντί ποθʼ ἥξει.
Unfold the whole story and tell us upon what charge Zeus has caught you and painfully punishes you with such dishonor. Instruct us, unless, indeed, there is some harm in telling. It is painful to me to tell the tale,	πάντʼ ἐκκάλυψον καὶ γέγωνʼ ἡμῖν λόγον, ποίῳ λαβών σε Ζεὺς ἐπʼ αἰτιάματι, οὕτως ἀτίμως καὶ πικρῶς αἰκίζεται· δίδαξον ἡμᾶς, εἴ τι μὴ βλάπτει λόγῳ.
painful to keep it silent. My case is unfortunate every way. When first the heavenly powers were moved to wrath, and mutual dissension was stirred up among them—some bent on casting Cronus from his seat so Zeus, in truth, might reign; others, eager for	ἀλγεινὰ μέν μοι καὶ λέγειν ἐστὶν τάδε, ἄλγος δὲ σιγᾶν, πανταχῇ δὲ δύσποτμα. ἐπεὶ τάχιστʼ ἤρξαντο δαίμονες χόλου στάσις τʼ ἐν ἀλλήλοισιν ὠροθύνετο, οἱ μὲν θέλοντες ἐκβαλεῖν ἕδρας Κρόνον, ὡς Ζεὺς ἀνάσσοι δῆθεν, οἱ δὲ τοὔμπαλιν
the contrary end, that Zeus might never win mastery over the gods—it was then that I, although advising them for the best, was unable to persuade the Titans, children of Heaven and Earth; but they, disdaining counsels of craft, in the pride of their strength	σπεύδοντες, ὡς Ζεὺς μήποτʼ ἄρξειεν θεῶν, ἐνταῦθʼ ἐγὼ τὰ λῷστα βουλεύων πιθεῖν Τιτᾶνας, Οὐρανοῦ τε καὶ Χθονὸς τέκνα, οὐκ ἠδυνήθην. αἱμύλας δὲ μηχανὰς ἀτιμάσαντες καρτεροῖς φρονήμασιν
thought to gain the mastery without a struggle and by force. Often my mother Themis, or Earth (though one form, she had many names), had foretold to me the way in which the future was fated to come to pass. That it was not by brute strength nor through violence,	ᾤοντʼ ἀμοχθεὶ πρὸς βίαν τε δεσπόσειν· ἐμοὶ δὲ μήτηρ οὐχ ἅπαξ μόνον Θέμις, καὶ Γαῖα, πολλῶν ὀνομάτων μορφὴ μία, τὸ μέλλον ᾗ κραίνοιτο προυτεθεσπίκει, ὡς οὐ κατʼ ἰσχὺν οὐδὲ πρὸς τὸ καρτερόν
but by guile that those who should gain the upper hand were destined to prevail. And though I argued all this to them, they did not pay any attention to my words. With all that before me, it seemed best that, joining with my mother, I should place myself,	χρείη, δόλῳ δὲ τοὺς ὑπερσχόντας κρατεῖν. τοιαῦτʼ ἐμοῦ λόγοισιν ἐξηγουμένου οὐκ ἠξίωσαν οὐδὲ προσβλέψαι τὸ πᾶν. κράτιστα δή μοι τῶν παρεστώτων τότε ἐφαίνετʼ εἶναι προσλαβόντα μητέρα
a welcome volunteer, on the side of Zeus; and it is by reason of my counsel that the cavernous gloom of Tartarus now hides ancient Cronus and his allies within it. Thus I helped the tyrant of the gods	ἑκόνθʼ ἑκόντι Ζηνὶ συμπαραστατεῖν. ἐμαῖς δὲ βουλαῖς Ταρτάρου μελαμβαθὴς κευθμὼν καλύπτει τὸν παλαιγενῆ Κρόνον αὐτοῖσι συμμάχοισι. τοιάδʼ ἐξ ἐμοῦ ὁ τῶν θεῶν τύραννος ὠφελημένος
and with this foul payment he has responded; for it is a disease that is somehow inherent in tyranny to have no faith in friends. However, you ask why he torments me, and this I will now make clear.	κακαῖσι ποιναῖς ταῖσδὲ μʼ ἐξημείψατο. ἔνεστι γάρ πως τοῦτο τῇ τυραννίδι νόσημα, τοῖς φίλοισι μὴ πεποιθέναι. ὃ δʼ οὖν ἐρωτᾶτʼ, αἰτίαν καθʼ ἥντινα αἰκίζεταί με, τοῦτο δὴ σαφηνιῶ.
As soon as he had seated himself upon his father’s throne, he immediately assigned to the deities their several privileges and apportioned to them their proper powers. But of wretched mortals he took no notice, desiring to bring	ὅπως τάχιστα τὸν πατρῷον ἐς θρόνον καθέζετʼ, εὐθὺς δαίμοσιν νέμει γέρα ἄλλοισιν ἄλλα καὶ διεστοιχίζετο ἀρχήν· βροτῶν δὲ τῶν ταλαιπώρων λόγον οὐκ ἔσχεν οὐδένʼ, ἀλλʼ ἀιστώσας γένος
the whole race to an end and create a new one in its place. Against this purpose none dared make stand except me— I only had the courage; I saved mortals so that they did not descend, blasted utterly, to the house of Hades. This is why I am bent by such grievous tortures,	τὸ πᾶν ἔχρῃζεν ἄλλο φιτῦσαι νέον. καὶ τοῖσιν οὐδεὶς ἀντέβαινε πλὴν ἐμοῦ. ἐγὼ δʼ ἐτόλμησʼ· ἐξελυσάμην βροτοὺς τὸ μὴ διαρραισθέντας εἰς Ἅιδου μολεῖν. τῷ τοι τοιαῖσδε πημοναῖσι κάμπτομαι,
painful to suffer, piteous to behold. I who gave mortals first place in my pity, I am deemed unworthy to win this pity for myself, but am in this way mercilessly disciplined, a spectacle that shames the glory of Zeus.	πάσχειν μὲν ἀλγειναῖσιν, οἰκτραῖσιν δʼ ἰδεῖν· θνητοὺς δʼ ἐν οἴκτῳ προθέμενος, τούτου τυχεῖν οὐκ ἠξιώθην αὐτός, ἀλλὰ νηλεῶς ὧδʼ ἐρρύθμισμαι, Ζηνὶ δυσκλεὴς θέα.
Iron-hearted and made of stone, Prometheus,	σιδηρόφρων τε κἀκ πέτρας εἰργασμένος
is he who feels no compassion at your miseries. For myself, I would not have desired to see them; and now that I see them, I am pained in my heart.	ὅστις, Προμηθεῦ, σοῖσιν οὐ συνασχαλᾷ μόχθοις· ἐγὼ γὰρ οὔτʼ ἂν εἰσιδεῖν τάδε ἔχρῃζον εἰσιδοῦσά τʼ ἠλγύνθην κέαρ.
Yes, to my friends indeed I am a spectacle of pity.	καὶ μὴν φίλοις γʼ ἐλεινὸς εἰσορᾶν ἐγώ.
Did you perhaps transgress even somewhat beyond this offence?	μή πού τι προύβης τῶνδε καὶ περαιτέρω;
Yes, I caused mortals to cease foreseeing their doom.	θνητούς γʼ ἔπαυσα μὴ προδέρκεσθαι μόρον.
Of what sort was the cure that you found for this affliction?	τὸ ποῖον εὑρὼν τῆσδε φάρμακον νόσου;
I caused blind hopes to dwell within their breasts.	τυφλὰς ἐν αὐτοῖς ἐλπίδας κατῴκισα.
A great benefit was this you gave to mortals.	μέγʼ ὠφέλημα τοῦτʼ ἐδωρήσω βροτοῖς.
In addition, I gave them fire.	πρὸς τοῖσδε μέντοι πῦρ ἐγώ σφιν ὤπασα.
What! Do creatures of a day now have flame-eyed fire?	καὶ νῦν φλογωπὸν πῦρ ἔχουσʼ ἐφήμεροι;
Yes, and from it they shall learn many arts.	ἀφʼ οὗ γε πολλὰς ἐκμαθήσονται τέχνας.
Then it was on a charge like this that Zeus—	τοιοῖσδε δή σε Ζεὺς ἐπʼ αἰτιάμασιν—
Torments me and in no way gives me respite from pain.	αἰκίζεταί τε κοὐδαμῇ χαλᾷ κακῶν.
And is there no end assigned to your ordeal?	οὐδʼ ἔστιν ἄθλου τέρμα σοι προκείμενον;
No, none except when it seems good to him.	οὐκ ἄλλο γʼ οὐδέν, πλὴν ὅταν κείνῳ δοκῇ.
But how will it seem good to him? What hope is there? Do you not see that you have wronged? And yet it is not pleasant for me to talk about how you have wronged, and for you it is pain. So, let us quit this theme; and may you seek some release from your ordeal.	δόξει δὲ πῶς; τίς ἐλπίς; οὐχ ὁρᾷς ὅτι ἥμαρτες; ὡς δʼ ἥμαρτες οὔτʼ ἐμοὶ λέγειν καθʼ ἡδονὴν σοί τʼ ἄλγος. ἀλλὰ ταῦτα μὲν μεθῶμεν, ἄθλου δʼ ἔκλυσιν ζήτει τινά.
It is easy for him who keeps his foot free from harm to counsel and admonish him who is in misery. I have known this all the while. Of my own will, yes, of my own will I erred—I will not deny it. By helping mortals I found suffering for myself;	ἐλαφρὸν ὅστις πημάτων ἔξω πόδα ἔχει παραινεῖν νουθετεῖν τε τὸν κακῶς πράσσοντʼ· ἐγὼ δὲ ταῦθʼ ἅπαντʼ ἠπιστάμην. ἑκὼν ἑκὼν ἥμαρτον, οὐκ ἀρνήσομαι· θνητοῖς ἀρήγων αὐτὸς ηὑρόμην πόνους.
nevertheless I did not think I would be punished in this way—wasting away upon cliffs in mid-air, my portion this desolate and dreary crag. And now, bewail no more my present woes; alight on the ground and listen to my	οὐ μήν τι ποιναῖς γʼ ᾠόμην τοίαισί με κατισχνανεῖσθαι πρὸς πέτραις πεδαρσίοις, τυχόντʼ ἐρήμου τοῦδʼ ἀγείτονος πάγου. καί μοι τὰ μὲν παρόντα μὴ δύρεσθʼ ἄχη, πέδοι δὲ βᾶσαι τὰς προσερπούσας τύχας
oncoming fortunes so that you may be told them from end to end. Consent, I beg you, oh consent. Take part in the trouble of him who is now in sore distress. In truth, affliction wanders impartially abroad and alights upon all in turn.	ἀκούσαθʼ, ὡς μάθητε διὰ τέλους τὸ πᾶν. πίθεσθέ μοι πίθεσθε, συμπονήσατε τῷ νῦν μογοῦντι. ταὐτά τοι πλανωμένη πρὸς ἄλλοτʼ ἄλλον πημονὴ προσιζάνει.
Not to unwilling ears have you made this appeal,	οὐκ ἀκούσαις ἐπεθώυξας
Prometheus. And so now with light foot I will quit my swift-speeding seat and the pure air, the pathway of birds and draw near to this rugged ground; for I want to hear	τοῦτο, Προμηθεῦ. καὶ νῦν ἐλαφρῷ ποδὶ κραιπνόσυτον θᾶκον προλιποῦσʼ, αἰθέρα θʼ ἁγνὸν πόρον οἰωνῶν, ὀκριοέσσῃ χθονὶ τῇδε πελῶ, τοὺς σοὺς δὲ πόνους
the whole story of your sorrows.	χρῄζω διὰ παντὸς ἀκοῦσαι.
I have come to the end of a long journey in my passage to you, Prometheus, guiding by my own will, without a bridle, this swift-winged bird.	ἥκω δολιχῆς τέρμα κελεύθου διαμειψάμενος πρὸς σέ, Προμηθεῦ, τὸν πτερυγωκῆ τόνδʼ οἰωνὸν γνώμῃ στομίων ἄτερ εὐθύνων·
For your fate, you may be sure, I feel compassion. Kinship, I think, constrains me to this; and, apart from blood ties, there is none to whom I should pay greater respect than to you.	ταῖς σαῖς δὲ τύχαις, ἴσθι, συναλγῶ. τὸ τε γάρ με, δοκῶ, συγγενὲς οὕτως ἐσαναγκάζει, χωρίς τε γένους οὐκ ἔστιν ὅτῳ μείζονα μοῖραν νείμαιμʼ ἢ σοί.
You shall know this for simple truth and that it is not in me to utter vain and empty words; come, tell me; what aid can I render you? For you shall never say that you have a friend more loyal than Oceanus.	γνώσῃ δὲ τάδʼ ὡς ἔτυμʼ, οὐδὲ μάτην χαριτογλωσσεῖν ἔνι μοι· φέρε γὰρ σήμαινʼ ὅ τι χρή σοι συμπράσσειν· οὐ γάρ ποτʼ ἐρεῖς ὡς Ὠκεανοῦ φίλος ἐστὶ βεβαιότερός σοι.
Ha! What have we here? So then you too have come to stare upon my sufferings? How did you summon courage to quit the stream that bears your name and the rock-roofed caves you yourself have made and come to this land, the mother of iron? Is it that you have come	ἔα· τί χρῆμα λεύσσω; καὶ σὺ δὴ πόνων ἐμῶν ἥκεις ἐπόπτης; πῶς ἐτόλμησας, λιπὼν ἐπώνυμόν τε ῥεῦμα καὶ πετρηρεφῆ αὐτόκτιτʼ ἄντρα, τὴν σιδηρομήτορα ἐλθεῖν ἐς αἶαν; ἦ θεωρήσων τύχας
to gaze upon my state and join your grief to my distress? Look upon me here—a spectacle, the friend of Zeus, who helped him to establish his sovereign power, by what anguish I am bent by him!	ἐμὰς ἀφῖξαι καὶ συνασχαλῶν κακοῖς; δέρκου θέαμα, τόνδε τὸν Διὸς φίλον, τὸν συγκαταστήσαντα τὴν τυραννίδα, οἵαις ὑπʼ αὐτοῦ πημοναῖσι κάμπτομαι.
I see, Prometheus; and I want to give you	ὁρῶ, Προμηθεῦ, καὶ παραινέσαι γέ σοι
the best advice, although you yourself are wily. Learn to know yourself and adapt yourself to new ways; for new also is the ruler among the gods. If you hurl forth words so harsh and of such whetted edge, perhaps Zeus may hear you,	θέλω τὰ λῷστα, καίπερ ὄντι ποικίλῳ. γίγνωσκε σαυτὸν καὶ μεθάρμοσαι τρόπους νέους· νέος γὰρ καὶ τύραννος ἐν θεοῖς. εἰ δʼ ὧδε τραχεῖς καὶ τεθηγμένους λόγους ῥίψεις, τάχʼ ἄν σου καὶ μακρὰν ἀνωτέρω
though throned far off, high in the heavens, and then your present multitude of sorrows shall seem but childish sport. Oh wretched sufferer! Put away your wrathful mood and try to find release from these miseries. Perhaps this advice may seem to you old and dull;	θακῶν κλύοι Ζεύς, ὥστε σοι τὸν νῦν ὄχλον παρόντα μόχθων παιδιὰν εἶναι δοκεῖν. ἀλλʼ, ὦ ταλαίπωρʼ, ἃς ἔχεις ὀργὰς ἄφες, ζήτει δὲ τῶνδε πημάτων ἀπαλλαγάς. ἀρχαῖʼ ἴσως σοι φαίνομαι λέγειν τάδε·
but your plight, Prometheus, is only the wages of too boastful speech. You still have not learned humility, nor do you bend before misfortune, but would rather add even more miseries to those you have. Therefore take me as your teacher	τοιαῦτα μέντοι τῆς ἄγαν ὑψηγόρου γλώσσης, Προμηθεῦ, τἀπίχειρα γίγνεται. σὺ δʼ οὐδέπω ταπεινὸς οὐδʼ εἴκεις κακοῖς, πρὸς τοῖς παροῦσι δʼ ἄλλα προσλαβεῖν θέλεις. οὔκουν ἔμοιγε χρώμενος διδασκάλῳ
and do not add insult to injury, seeing that a harsh monarch now rules who is accountable to no one. So now I will depart and see whether I can release you from these sufferings. And may you hold your peace and be not too blustering of speech.	πρὸς κέντρα κῶλον ἐκτενεῖς, ὁρῶν ὅτι τραχὺς μόναρχος οὐδʼ ὑπεύθυνος κρατεῖ. καὶ νῦν ἐγὼ μὲν εἶμι καὶ πειράσομαι ἐὰν δύνωμαι τῶνδέ σʼ ἐκλῦσαι πόνων. σὺ δʼ ἡσύχαζε μηδʼ ἄγαν λαβροστόμει.
Or, can it be that for all your exceeding wisdom, you do not know that chastisement is inflicted on a wagging tongue?	ἢ οὐκ οἶσθʼ ἀκριβῶς ὢν περισσόφρων ὅτι γλώσσῃ ματαίᾳ ζημία προστρίβεται;
I envy you because you have escaped blame for having dared to share with me in my troubles. So now leave me alone and let it not concern you.	ζηλῶ σʼ ὁθούνεκʼ ἐκτὸς αἰτίας κυρεῖς τούτων μετασχεῖν καὶ τετολμηκὼς ἐμοί. καὶ νῦν ἔασον μηδέ σοι μελησάτω.
Do what you want, you cannot persuade him; for he is not easy to persuade. Beware that you do not do yourself harm by the mission you take.	πάντως γὰρ οὐ πείσεις νιν· οὐ γὰρ εὐπιθής. πάπταινε δʼ αὐτὸς μή τι πημανθῇς ὁδῷ.
In truth, you are far better able to admonish others than yourself. It is by fact, not by hearsay, that I judge.	πολλῷ γʼ ἀμείνων τοὺς πέλας φρενοῦν ἔφυς ἢ σαυτόν· ἔργῳ κοὐ λόγῳ τεκμαίρομαι.
So do not hold back one who is eager to go. For I am confident, yes, confident, that Zeus will grant me this favor, to free you from your sufferings.	ὁρμώμενον δὲ μηδαμῶς ἀντισπάσῃς. αὐχῶ γὰρ αὐχῶ τήνδε δωρεὰν ἐμοὶ δώσειν Δίʼ, ὥστε τῶνδέ σʼ ἐκλῦσαι πόνων.
I thank you for all this and shall never cease to thank you; in zeal you lack nothing, but do not trouble yourself; for your trouble will be vain and	τὰ μὲν σʼ ἐπαινῶ κοὐδαμῇ λήξω ποτέ· προθυμίας γὰρ οὐδὲν ἐλλείπεις. ἀτὰρ μηδὲν πόνει. μάτην γὰρ οὐδὲν ὠφελῶν
not helpful to me—if indeed you want to take the pain. No, keep quiet and keep yourself clear of harm. For even if I am in sore plight, I would not wish affliction on everyone else. No, certainly, no! since, besides, I am distressed by the fate	ἐμοὶ πονήσεις, εἴ τι καὶ πονεῖν θέλεις. ἀλλʼ ἡσύχαζε σαυτὸν ἐκποδὼν ἔχων· ἐγὼ γὰρ οὐκ, εἰ δυστυχῶ, τοῦδʼ εἵνεκα θέλοιμʼ ἂν ὡς πλείστοισι πημονὰς τυχεῖν. οὐ δῆτʼ ἐπεί με καὶ κασιγνήτου τύχαι
of my brother Atlas, who, towards the west, stands bearing on his shoulders the pillar of heaven and earth, a burden not easy for his arms to grasp. Pity moved me, too, at the sight of the earth-born dweller of the Cilician caves curbed by violence, that destructive monster	τείρουσʼ Ἄτλαντος, ὃς πρὸς ἑσπέρους τόπους ἕστηκε κίονʼ οὐρανοῦ τε καὶ χθονὸς ὤμοις ἐρείδων, ἄχθος οὐκ εὐάγκαλον. τὸν γηγενῆ τε Κιλικίων οἰκήτορα ἄντρων ἰδὼν ᾤκτιρα, δάιον τέρας
of a hundred heads, impetuous Typhon. He withstood all the gods, hissing out terror with horrid jaws, while from his eyes lightened a hideous glare, as though he would storm by force the sovereignty of Zeus.	ἑκατογκάρανον πρὸς βίαν χειρούμενον Τυφῶνα θοῦρον· πᾶσιν ἀντέστη θεοῖς, σμερδναῖσι γαμφηλαῖσι συρίζων φόβον· ἐξ ὀμμάτων δʼ ἤστραπτε γοργωπὸν σέλας, ὡς τὴν Διὸς τυραννίδʼ ἐκπέρσων βίᾳ·
But the unsleeping bolt of Zeus came upon him, the swooping lightning brand with breath of flame, which struck him, frightened, from his loud-mouthed boasts; then, stricken to the very heart, he was burnt to ashes and his strength blasted from him by the lightning bolt.	ἀλλʼ ἦλθεν αὐτῷ Ζηνὸς ἄγρυπνον βέλος, καταιβάτης κεραυνὸς ἐκπνέων φλόγα, ὃς αὐτὸν ἐξέπληξε τῶν ὑψηγόρων κομπασμάτων. φρένας γὰρ εἰς αὐτὰς τυπεὶς ἐφεψαλώθη κἀξεβροντήθη σθένος.
And now, a helpless and a sprawling bulk, he lies hard by the narrows of the sea, pressed down beneath the roots of Aetna ; while on the topmost summit Hephaestus sits and hammers the molten ore. There, one day, shall burst forth	καὶ νῦν ἀχρεῖον καὶ παράορον δέμας κεῖται στενωποῦ πλησίον θαλασσίου ἰπούμενος ῥίζαισιν Αἰτναίαις ὕπο· κορυφαῖς δʼ ἐν ἄκραις ἥμενος μυδροκτυπεῖ Ἥφαιστος· ἔνθεν ἐκραγήσονταί ποτε
rivers of fire, with savage jaws devouring the level fields of Sicily , land of fair fruit—such boiling rage shall Typho, although charred by the blazing lightning of Zeus, send spouting forth with hot jets of appalling, fire-breathing surge.	ποταμοὶ πυρὸς δάπτοντες ἀγρίαις γνάθοις τῆς καλλικάρπου Σικελίας λευροὺς γύας· τοιόνδε Τυφὼς ἐξαναζέσει χόλον θερμοῖς ἀπλάτου βέλεσι πυρπνόου ζάλης, καίπερ κεραυνῷ Ζηνὸς ἠνθρακωμένος.
But you are not inexperienced, and do not need me to teach you. Save yourself, as you know best; while I exhaust my present lot until the time comes when the mind of Zeus shall abandon its wrath.	σὺ δʼ οὐκ ἄπειρος, οὐδʼ ἐμοῦ διδασκάλου χρῄζεις· σεαυτὸν σῷζʼ ὅπως ἐπίστασαι· ἐγὼ δὲ τὴν παροῦσαν ἀντλήσω τύχην, ἔστʼ ἂν Διὸς φρόνημα λωφήσῃ χόλου.
Do you not know then, Prometheus, that	οὔκουν, Προμηθεῦ, τοῦτο γιγνώσκεις, ὅτι
words are the physicians of a disordered temper?	ὀργῆς νοσούσης εἰσὶν ἰατροὶ λόγοι;
If one softens the soul in season, and does not hasten to reduce its swelling rage by violence.	ἐάν τις ἐν καιρῷ γε μαλθάσσῃ κέαρ καὶ μὴ σφριγῶντα θυμὸν ἰσχναίνῃ βίᾳ.
What lurking mischief do you see when daring joins to zeal? Teach me this.	ἐν τῷ προθυμεῖσθαι δὲ καὶ τολμᾶν τίνα ὁρᾷς ἐνοῦσαν ζημίαν; δίδασκέ με.
Lost labor and thoughtless simplicity.	μόχθον περισσὸν κουφόνουν τʼ εὐηθίαν.
Leave me to be affected by this, since it is most advantageous, when truly wise, to be deemed a fool.	ἔα με τῇδε τῇ νόσῳ νοσεῖν, ἐπεὶ κέρδιστον εὖ φρονοῦντα μὴ φρονεῖν δοκεῖν.
This fault will be seen to be my own.	ἐμὸν δοκήσει τἀμπλάκημʼ εἶναι τόδε.
Clearly the manner of your speech orders me back home.	σαφῶς μʼ ἐς οἶκον σὸς λόγος στέλλει πάλιν.
So that you won’t win enmity for yourself by lamenting for me.	μὴ γάρ σε θρῆνος οὑμὸς εἰς ἔχθραν βάλῃ.
In the eyes of the one who is newly seated on his omnipotent throne?	ἦ τῷ νέον θακοῦντι παγκρατεῖς ἕδρας;
Beware lest the time come when his heart is angered with you.	τούτου φυλάσσου μή ποτʼ ἀχθεσθῇ κέαρ.
Your plight, Prometheus, is my instructor.	ἡ σή, Προμηθεῦ, συμφορὰ διδάσκαλος.
Go away, depart, keep your present purpose.	στέλλου, κομίζου, σῷζε τὸν παρόντα νοῦν.
Your urging meets my eagerness; for my four-footed winged beast fans with his wings the smooth pathway of the air; and truly he will be glad to rest his knees in his stall at home.	ὁρμωμένῳ μοι τόνδʼ ἐθώυξας λόγον. λευρὸν γὰρ οἷμον αἰθέρος ψαίρει πτεροῖς τετρασκελὴς οἰωνός· ἄσμενος δέ τἂν σταθμοῖς ἐν οἰκείοισι κάμψειεν γόνυ.
I mourn your unfortunate fate, Prometheus.	στένω σε τᾶς οὐλομένας τύχας, Προμηθεῦ·
Shedding from my eyes a coursing flood of tears I wet my tender cheeks with their moist streams. For Zeus, holding this unenviable power by self-appointed laws,	δακρυσίστακτα δʼ ἀπʼ ὄσσων ῥαδινὰν λειβομένα ῥέος παρειὰν νοτίοις ἔτεγξα παγαῖς· ἀμέγαρτα γὰρ τάδε Ζεὺς ἰδίοις νόμοις κρατύνων
displays towards the gods of old an overweening spirit.	ὑπερήφανον θεοῖς τοῖς πάρος ἐνδείκνυσιν αἰχμάν.
Now the whole earth cries aloud in lamentation; . . . lament the greatness of the glory of your time-hallowed honor,	πρόπασα δʼ ἤδη στονόεν λέλακε χώρα, μεγαλοσχήμονά ἀρχαι- οπρεπῆ στένουσι τὰν σὰν
the honor that was yours and your brother’s; and all mortals who make their dwelling place in holy Asia share the anguish of your most lamentable suffering;	ξυνομαιμόνων τε τιμάν, ὁπόσοι τʼ ἔποικον ἁγνᾶς Ἀσίας ἕδος νέμονται, μεγαλοστόνοισι σοῖς πή- μασι συγκάμνουσι θνατοί.
And those who dwell in the land of Colchis , the maidens fearless in fight; and the Scythian multitude that inhabits the most remote region of the earth bordering the Maeotic lake;	Κολχίδος τε γᾶς ἔνοικοι παρθένοι, μάχας ἄτρεστοι, καὶ Σκύθης ὅμιλος, οἳ γᾶς ἔσχατον τόπον ἀμφὶ Μαι- ῶτιν ἔχουσι λίμναν,
And the warlike flower of Arabia , which hold the high-cragged citadel near the Caucasus , a hostile host that roars among the sharp-pointed spears.	Ἀραβίας τʼ ἄρειον ἄνθος, ὑψίκρημνον οἳ πόλισμα Καυκάσου πέλας νέμονται, δάιος στρατός, ὀξυπρῴ- ροισι βρέμων ἐν αἰχμαῖς.
One other Titan god before this I have seen in distress, enthralled in torment by adamantine bonds—Atlas, pre-eminent in mighty strength, who moans as he supports	μόνον δὴ πρόσθεν ἄλλον ἐν πόνοις δαμέντʼ ἀδαμαντοδέτοις Τιτᾶνα λύμαις εἰσιδόμαν, θεόν, Ἄτλαντος ; ὑπέροχον σθένος κραταιόν, ὃς οὐράνιόν πόλον
the vault of heaven on his back.	νώτοις στέγων ὑποστενάζει.
The waves of the sea utter a cry as they fall, the deep laments, the black abyss of Hades rumbles in response, and the streams of pure-flowing rivers	βοᾷ δὲ πόντιος κλύδων ξυμπίτνων, στένει βυθός, κελαινὸς δʼ Ἄιδος ὑποβρέμει μυχὸς γᾶς, παγαί θʼ ἁγνορύτων ποταμῶν
lament your piteous pain.	στένουσιν ἄλγος οἰκτρόν.
No, do not think it is from pride or even from wilfulness that I am silent. Painful thoughts devour my heart as I behold myself maltreated in this way. And yet who else but I definitely assigned	μή τοι χλιδῇ δοκεῖτε μηδʼ αὐθαδίᾳ σιγᾶν με· συννοίᾳ δὲ δάπτομαι κέαρ, ὁρῶν ἐμαυτὸν ὧδε προυσελούμενον. καίτοι θεοῖσι τοῖς νέοις τούτοις γέρα
their prerogatives to these upstart gods? But I do not speak of this; for my tale would tell you nothing except what you know. Still, listen to the miseries that beset mankind—how they were witless before and I made them have sense and endowed them with reason.	τίς ἄλλος ἢ ʼγὼ παντελῶς διώρισεν; ἀλλʼ αὐτὰ σιγῶ· καὶ γὰρ εἰδυίαισιν ἂν ὑμῖν λέγοιμι· τἀν βροτοῖς δὲ πήματα ἀκούσαθʼ, ὥς σφας νηπίους ὄντας τὸ πρὶν ἔννους ἔθηκα καὶ φρενῶν ἐπηβόλους.
